日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-01-02,600519,1608.68,1578.69,1611.87,1571.78,32156,5440082548.0,2.48,-2.53,-40.99,0.26
2024-01-03,600519,1574.79,1587.68,1588.9,1570.01,20229,3411400667.0,1.2,0.57,8.99,0.16
2024-01-04,600519,1586.68,1562.68,1586.68,1556.61,21551,3603970147.0,1.89,-1.57,-25.0,0.17
2024-01-05,600519,1555.01,1557.04,1572.34,1545.79,20243,3373155627.0,1.7,-0.36,-5.64,0.16
2024-01-08,600519,1554.68,1537.67,1555.68,1533.69,25586,4211918629.0,1.41,-1.24,-19.37,0.2
2024-01-09,600519,1534.69,1534.68,1546.0,1528.75,24412,4009826496.0,1.12,-0.19,-2.99,0.19
2024-01-10,600519,1534.78,1535.18,1553.14,1531.68,17351,2856120718.0,1.4,0.03,0.5,0.14
2024-01-11,600519,1533.78,1540.25,1551.62,1531.74,16441,2708764500.0,1.29,0.33,5.07,0.13
2024-01-12,600519,1533.65,1536.74,1544.94,1533.08,11603,1908084612.0,0.77,-0.23,-3.51,0.09
2024-01-15,600519,1528.68,1533.68,1548.65,1528.13,17854,2931202343.0,1.34,-0.2,-3.06,0.14
2024-01-16,600519,1532.18,1533.11,1540.68,1518.62,25903,4236042960.0,1.44,-0.04,-0.57,0.21
2024-01-17,600519,1523.68,1470.68,1529.16,1470.68,51633,8251735591.0,3.81,-4.07,-62.43,0.41
2024-01-18,600519,1467.68,1504.55,1506.48,1449.23,60440,9566349514.0,3.89,2.3,33.87,0.48
2024-01-19,600519,1502.55,1528.68,1531.69,1494.56,46378,7550144389.0,2.47,1.6,24.13,0.37
2024-01-22,600519,1522.68,1535.68,1536.68,1512.56,46946,7678297836.0,1.58,0.46,7.0,0.37
2024-01-23,600519,1525.69,1512.68,1533.63,1502.68,34835,5659457115.0,2.02,-1.5,-23.0,0.28
2024-01-24,600519,1522.68,1519.68,1527.52,1497.24,33216,5373603703.0,2.0,0.46,7.0,0.26
2024-01-25,600519,1520.5,1531.68,1534.68,1515.68,31206,5094508165.0,1.25,0.79,12.0,0.25
2024-01-26,600519,1524.04,1531.0,1537.78,1516.68,26955,4402111882.0,1.38,-0.04,-0.68,0.21
2024-01-29,600519,1533.98,1543.68,1554.26,1533.97,31421,5189014946.0,1.33,0.83,12.68,0.25
2024-01-30,600519,1543.66,1506.68,1543.66,1503.68,30866,5010784454.0,2.59,-2.4,-37.0,0.25
2024-01-31,600519,1506.68,1498.59,1513.65,1491.81,29649,4770104891.0,1.45,-0.54,-8.09,0.24
2024-02-01,600519,1499.18,1503.71,1517.57,1494.68,26485,4272298576.0,1.53,0.34,5.12,0.21
2024-02-02,600519,1508.68,1489.68,1521.46,1474.68,39382,6336691194.0,3.11,-0.93,-14.03,0.31
2024-02-05,600519,1489.68,1523.69,1531.12,1488.93,53130,8590683071.0,2.83,2.28,34.01,0.42
2024-02-06,600519,1523.69,1569.68,1579.16,1519.78,52472,8740646588.0,3.9,3.02,45.99,0.42
2024-02-07,600519,1574.71,1604.67,1608.27,1555.29,52601,8899606867.0,3.38,2.23,34.99,0.42
2024-02-08,600519,1613.69,1599.68,1618.68,1578.68,46757,7953438044.0,2.49,-0.31,-4.99,0.37
2024-02-19,600519,1631.55,1589.11,1631.61,1581.68,36977,6288277980.0,3.12,-0.66,-10.57,0.29
2024-02-20,600519,1591.04,1563.68,1591.04,1550.24,34470,5755266893.0,2.57,-1.6,-25.43,0.27
2024-02-21,600519,1559.7,1611.34,1624.68,1555.68,46154,7868784082.0,4.41,3.05,47.66,0.37
2024-02-22,600519,1601.18,1612.06,1616.69,1594.21,22794,3905984695.0,1.4,0.04,0.72,0.18
2024-02-23,600519,1604.79,1607.77,1618.06,1593.7,27306,4670706950.0,1.51,-0.27,-4.29,0.22
2024-02-26,600519,1601.68,1588.66,1602.42,1578.7,27318,4625594409.0,1.48,-1.19,-19.11,0.22
2024-02-27,600519,1576.68,1583.18,1586.6,1571.68,22080,3718478358.0,0.94,-0.34,-5.48,0.18
2024-02-28,600519,1582.6,1575.23,1590.25,1567.69,31867,5371312847.0,1.42,-0.5,-7.95,0.25
2024-02-29,600519,1575.23,1588.68,1590.18,1572.88,24758,4184917973.0,1.1,0.85,13.45,0.2
2024-03-01,600519,1583.68,1578.74,1588.65,1570.36,26868,4526845398.0,1.15,-0.63,-9.94,0.21
2024-03-04,600519,1572.68,1569.98,1574.67,1563.73,26485,4434401015.0,0.69,-0.55,-8.76,0.21
2024-03-05,600519,1564.49,1588.78,1590.68,1560.36,36238,6102136582.0,1.93,1.2,18.8,0.29
2024-03-06,600519,1584.68,1574.23,1588.68,1571.7,22142,3725582802.0,1.07,-0.92,-14.55,0.18
2024-03-07,600519,1573.68,1577.31,1583.48,1571.68,21599,3633934774.0,0.75,0.2,3.08,0.17
2024-03-08,600519,1574.24,1565.11,1580.36,1563.73,22156,3710678522.0,1.05,-0.77,-12.2,0.18
2024-03-11,600519,1568.68,1588.17,1592.56,1566.86,29895,5048394347.0,1.64,1.47,23.06,0.24
2024-03-12,600519,1587.62,1638.68,1642.78,1584.18,54227,9393309052.0,3.69,3.18,50.51,0.43
2024-03-13,600519,1633.65,1621.13,1641.68,1613.78,26500,4588879420.0,1.7,-1.07,-17.55,0.21
2024-03-14,600519,1612.68,1610.31,1628.52,1605.18,19405,3338768308.0,1.44,-0.67,-10.82,0.15
2024-03-15,600519,1606.18,1611.17,1626.08,1605.68,17834,3066692399.0,1.27,0.05,0.86,0.14
2024-03-18,600519,1608.68,1601.94,1613.53,1592.68,26055,4446059130.0,1.29,-0.57,-9.23,0.21
2024-03-19,600519,1596.68,1601.7,1613.62,1586.79,23948,4093701261.0,1.67,-0.01,-0.24,0.19
2024-03-20,600519,1597.04,1603.28,1607.36,1593.91,15249,2604543856.0,0.84,0.1,1.58,0.12
2024-03-21,600519,1601.78,1602.68,1612.68,1598.18,16596,2839332631.0,0.9,-0.04,-0.6,0.13
2024-03-22,600519,1598.71,1595.03,1602.67,1581.68,25456,4318592818.0,1.31,-0.48,-7.65,0.2
2024-03-25,600519,1592.22,1582.69,1592.45,1574.26,24473,4131446237.0,1.14,-0.77,-12.34,0.19
2024-03-26,600519,1581.14,1602.97,1606.48,1581.14,28069,4782899074.0,1.6,1.28,20.28,0.22
2024-03-27,600519,1598.68,1594.68,1605.68,1592.68,18113,3087792980.0,0.81,-0.52,-8.29,0.14
2024-03-28,600519,1588.68,1595.32,1611.68,1586.88,24642,4201857059.0,1.56,0.04,0.64,0.2
2024-03-29,600519,1595.32,1596.58,1604.67,1591.78,13457,2290584417.0,0.81,0.08,1.26,0.11
2024-04-01,600519,1603.67,1615.01,1627.68,1602.38,27131,4679371035.0,1.58,1.15,18.43,0.22
2024-04-02,600519,1615.68,1607.67,1618.67,1598.73,25449,4360973684.0,1.23,-0.45,-7.34,0.2
2024-04-03,600519,1627.68,1608.79,1633.12,1603.7,29046,5002390042.0,1.83,0.07,1.12,0.23
2024-04-08,600519,1588.68,1560.34,1589.68,1556.28,59167,9907355766.0,2.08,-3.01,-48.45,0.47
2024-04-09,600519,1554.35,1555.9,1566.68,1552.13,25590,4256226333.0,0.93,-0.28,-4.44,0.2
2024-04-10,600519,1555.95,1541.66,1558.67,1538.68,27631,4562853880.0,1.28,-0.92,-14.24,0.22
2024-04-11,600519,1533.79,1541.68,1543.68,1528.37,22766,3736417595.0,0.99,0.0,0.02,0.18
2024-04-12,600519,1544.68,1527.71,1557.68,1527.71,26744,4403968129.0,1.94,-0.91,-13.97,0.21
2024-04-15,600519,1528.69,1566.66,1569.29,1528.66,35818,5960815532.0,2.66,2.55,38.95,0.29
2024-04-16,600519,1559.17,1563.68,1573.24,1552.68,26266,4382796962.0,1.31,-0.19,-2.98,0.21
2024-04-17,600519,1561.68,1560.68,1568.88,1551.68,24819,4130322018.0,1.1,-0.19,-3.0,0.2
2024-04-18,600519,1552.69,1564.46,1576.66,1551.86,26568,4445487745.0,1.59,0.24,3.78,0.21
2024-04-19,600519,1554.46,1540.32,1562.18,1534.96,23500,3879233242.0,1.74,-1.54,-24.14,0.19
2024-04-22,600519,1547.68,1568.74,1572.56,1538.68,29951,5001684635.0,2.2,1.85,28.42,0.24
2024-04-23,600519,1568.68,1585.96,1588.68,1568.68,24980,4217855279.0,1.27,1.1,17.22,0.2
2024-04-24,600519,1590.66,1587.28,1593.59,1577.01,17086,2893555635.0,1.05,0.08,1.32,0.14
2024-04-25,600519,1584.01,1586.72,1589.28,1575.93,14476,2447183879.0,0.84,-0.04,-0.56,0.12
2024-04-26,600519,1587.68,1603.11,1607.68,1587.66,30996,5290248521.0,1.26,1.03,16.39,0.25
2024-04-29,600519,1590.63,1597.68,1621.68,1587.5,41332,7072096590.0,2.13,-0.34,-5.43,0.33
2024-04-30,600519,1598.69,1598.68,1623.56,1598.68,30760,5273902374.0,1.56,0.06,1.0,0.24
2024-05-06,600519,1627.65,1653.88,1658.68,1620.68,59909,10504351712.0,2.38,3.45,55.2,0.48
2024-05-07,600519,1659.47,1663.68,1671.48,1650.36,24925,4413196426.0,1.28,0.59,9.8,0.2
2024-05-08,600519,1663.37,1657.65,1663.65,1649.35,14769,2603293863.0,0.86,-0.36,-6.03,0.12
2024-05-09,600519,1651.68,1649.68,1658.66,1643.68,22387,3929804849.0,0.9,-0.48,-7.97,0.18
2024-05-10,600519,1654.78,1632.66,1661.56,1627.67,26207,4571398242.0,2.05,-1.03,-17.02,0.21
2024-05-13,600519,1625.7,1599.68,1626.34,1594.9,37662,6435415674.0,1.93,-2.02,-32.98,0.3
2024-05-14,600519,1599.67,1595.66,1606.95,1593.69,21274,3623282672.0,0.83,-0.25,-4.02,0.17
2024-05-15,600519,1596.26,1593.68,1601.68,1592.27,15739,2677203002.0,0.59,-0.12,-1.98,0.13
2024-05-16,600519,1598.68,1598.18,1603.56,1583.68,29680,5048754769.0,1.25,0.28,4.5,0.24
2024-05-17,600519,1593.69,1608.68,1610.26,1593.68,28924,4936920634.0,1.04,0.66,10.5,0.23
2024-05-20,600519,1611.67,1602.68,1626.67,1601.79,31426,5401389335.0,1.55,-0.37,-6.0,0.25
2024-05-21,600519,1601.68,1598.68,1603.41,1591.84,16293,2776847499.0,0.72,-0.25,-4.0,0.13
2024-05-22,600519,1596.68,1591.39,1603.64,1584.68,20286,3443977767.0,1.19,-0.46,-7.29,0.16
2024-05-23,600519,1593.68,1585.69,1600.06,1583.76,18885,3199923320.0,1.02,-0.36,-5.7,0.15
2024-05-24,600519,1586.68,1570.76,1588.68,1570.68,20217,3401323915.0,1.14,-0.94,-14.93,0.16
2024-05-27,600519,1571.68,1563.8,1581.13,1561.69,25098,4199001866.0,1.24,-0.44,-6.96,0.2
2024-05-28,600519,1564.08,1558.32,1568.85,1556.68,23521,3923020375.0,0.78,-0.35,-5.48,0.19
2024-05-29,600519,1559.68,1567.68,1573.68,1558.68,19651,3289173345.0,0.96,0.6,9.36,0.16
2024-05-30,600519,1568.68,1542.68,1569.06,1542.68,32208,5333306808.0,1.68,-1.59,-25.0,0.26
2024-05-31,600519,1544.18,1542.13,1557.18,1542.13,21857,3617654788.0,0.98,-0.04,-0.55,0.17
2024-06-03,600519,1543.68,1533.07,1544.6,1528.79,30261,4966041477.0,1.03,-0.59,-9.06,0.24
2024-06-04,600519,1534.18,1546.88,1549.68,1530.23,20841,3432497303.0,1.27,0.9,13.81,0.17
2024-06-05,600519,1545.68,1537.68,1552.36,1536.71,19056,3140824328.0,1.01,-0.59,-9.2,0.15
2024-06-06,600519,1537.34,1533.49,1545.67,1529.59,25610,4205700983.0,1.05,-0.27,-4.19,0.2
2024-06-07,600519,1539.81,1512.86,1539.86,1512.69,33525,5453120695.0,1.77,-1.35,-20.63,0.27
2024-06-11,600519,1496.67,1462.68,1498.68,1460.68,70247,11090577610.0,2.51,-3.32,-50.18,0.56
2024-06-12,600519,1463.68,1465.36,1483.68,1463.68,33171,5230086503.0,1.37,0.18,2.68,0.26
2024-06-13,600519,1470.45,1448.69,1470.57,1446.83,36186,5654938942.0,1.62,-1.14,-16.67,0.29
2024-06-14,600519,1448.68,1448.68,1457.64,1414.14,59514,9177637168.0,3.0,0.0,-0.01,0.47
2024-06-17,600519,1425.97,1435.18,1442.45,1404.69,48318,7400883243.0,2.61,-0.93,-13.5,0.38
2024-06-18,600519,1424.57,1415.18,1448.22,1410.36,41258,6317590943.0,2.64,-1.39,-20.0,0.33
2024-06-19,600519,1422.55,1425.56,1428.56,1406.66,41262,6167728416.0,1.55,0.73,10.38,0.33
2024-06-20,600519,1424.56,1424.66,1440.57,1422.56,24711,3715924984.0,1.26,-0.06,-0.9,0.2
2024-06-21,600519,1425.06,1395.56,1429.54,1394.78,43320,6418543742.0,2.44,-2.04,-29.1,0.34
2024-06-24,600519,1347.56,1401.11,1413.55,1338.57,63840,9319362390.0,5.37,0.4,5.55,0.51
2024-06-25,600519,1401.56,1411.21,1427.55,1401.56,42098,6273919386.0,1.85,0.72,10.1,0.34
2024-06-26,600519,1404.56,1413.78,1425.63,1402.36,29570,4414601922.0,1.65,0.18,2.57,0.24
2024-06-27,600519,1416.56,1415.05,1418.53,1392.56,32822,4857959457.0,1.84,0.09,1.27,0.26
2024-06-28,600519,1404.56,1391.95,1419.05,1388.56,38582,5699649047.0,2.15,-1.63,-23.1,0.31
2024-07-01,600519,1393.44,1364.94,1397.55,1352.56,32161,4636689118.0,3.23,-1.94,-27.01,0.26
2024-07-02,600519,1357.56,1415.26,1422.56,1357.56,51853,7659166816.0,4.76,3.69,50.32,0.41
2024-07-03,600519,1423.56,1424.56,1437.57,1412.58,31573,4740808130.0,1.77,0.66,9.3,0.25
2024-07-04,600519,1429.56,1410.3,1436.56,1405.69,24380,3637968895.0,2.17,-1.0,-14.26,0.19
2024-07-05,600519,1403.56,1377.56,1417.74,1374.56,38829,5664477336.0,3.06,-2.32,-32.74,0.31
2024-07-08,600519,1367.56,1344.56,1382.33,1343.7,39527,5657951348.0,2.8,-2.4,-33.0,0.31
2024-07-09,600519,1344.56,1362.59,1379.45,1334.66,33621,4807957927.0,3.33,1.34,18.03,0.27
2024-07-10,600519,1363.81,1362.15,1390.44,1359.56,23763,3436693365.0,2.27,-0.03,-0.44,0.19
2024-07-11,600519,1374.53,1386.65,1393.56,1364.77,29020,4236960596.0,2.11,1.8,24.5,0.23
2024-07-12,600519,1397.57,1403.38,1410.96,1390.01,23386,3451132648.0,1.51,1.21,16.73,0.19
2024-07-15,600519,1394.56,1399.46,1412.56,1394.56,19176,2835374730.0,1.28,-0.28,-3.92,0.15
2024-07-16,600519,1400.56,1400.56,1406.56,1389.61,20316,2998367128.0,1.21,0.08,1.1,0.16
2024-07-17,600519,1400.66,1425.96,1427.56,1394.58,34311,5115680654.0,2.35,1.81,25.4,0.27
2024-07-18,600519,1424.06,1422.07,1439.56,1417.09,28870,4337214601.0,1.58,-0.27,-3.89,0.23
2024-07-19,600519,1415.37,1450.18,1453.74,1408.57,38943,5888615145.0,3.18,1.98,28.11,0.31
2024-07-22,600519,1449.59,1423.56,1454.54,1416.21,28543,4300813310.0,2.64,-1.84,-26.62,0.23
2024-07-23,600519,1423.56,1379.56,1425.56,1379.56,30944,4555460198.0,3.23,-3.09,-44.0,0.25
2024-07-24,600519,1374.76,1364.58,1388.26,1359.56,24123,3490200973.0,2.08,-1.09,-14.98,0.19
2024-07-25,600519,1364.58,1355.05,1372.56,1344.57,28347,4054086714.0,2.05,-0.7,-9.53,0.23
2024-07-26,600519,1355.05,1346.75,1362.28,1335.46,32354,4594928574.0,1.98,-0.61,-8.3,0.26
2024-07-29,600519,1339.56,1322.58,1346.55,1322.56,30869,4342610100.0,1.78,-1.79,-24.17,0.25
2024-07-30,600519,1310.54,1304.55,1314.83,1285.86,51779,7103491566.0,2.19,-1.36,-18.03,0.41
2024-07-31,600519,1297.66,1345.84,1351.83,1297.66,43272,6098149721.0,4.15,3.17,41.29,0.34
2024-08-01,600519,1342.56,1310.72,1344.56,1309.26,32038,4470988088.0,2.62,-2.61,-35.12,0.26
2024-08-02,600519,1298.16,1310.01,1321.53,1298.16,21928,3041726372.0,1.78,-0.05,-0.71,0.17
2024-08-05,600519,1313.44,1334.57,1350.56,1310.08,37736,5327127147.0,3.09,1.87,24.56,0.3
2024-08-06,600519,1346.56,1329.26,1348.56,1318.57,27444,3860735014.0,2.25,-0.4,-5.31,0.22
2024-08-07,600519,1330.06,1340.06,1346.55,1322.86,20622,2910580747.0,1.78,0.81,10.8,0.16
2024-08-08,600519,1335.56,1355.25,1372.74,1333.56,25131,3592705430.0,2.92,1.13,15.19,0.2
2024-08-09,600519,1384.59,1361.36,1393.56,1361.36,30138,4368705515.0,2.38,0.45,6.11,0.24
2024-08-12,600519,1354.56,1360.66,1367.56,1351.14,13632,1956573438.0,1.21,-0.05,-0.7,0.11
2024-08-13,600519,1357.56,1347.57,1359.56,1336.57,16308,2317037756.0,1.69,-0.96,-13.09,0.13
2024-08-14,600519,1347.57,1337.86,1349.46,1336.58,13414,1898377426.0,0.96,-0.72,-9.71,0.11
2024-08-15,600519,1329.59,1351.45,1360.55,1328.51,23039,3275699572.0,2.39,1.02,13.59,0.18
2024-08-16,600519,1351.35,1355.76,1360.48,1341.57,16455,2349825846.0,1.4,0.32,4.31,0.13
2024-08-19,600519,1356.56,1350.0,1383.44,1349.56,20433,2942106435.0,2.5,-0.42,-5.76,0.16
2024-08-20,600519,1354.46,1347.28,1354.49,1338.56,18591,2644814344.0,1.18,-0.2,-2.72,0.15
2024-08-21,600519,1344.56,1342.14,1352.54,1340.25,15092,2144746551.0,0.91,-0.38,-5.14,0.12
2024-08-22,600519,1340.56,1334.61,1344.56,1324.57,19527,2750868073.0,1.49,-0.56,-7.53,0.16
2024-08-23,600519,1332.56,1339.55,1348.06,1330.68,15320,2166499202.0,1.3,0.37,4.94,0.12
2024-08-26,600519,1341.56,1336.56,1348.42,1327.71,15628,2207595461.0,1.55,-0.22,-2.99,0.12
2024-08-27,600519,1336.56,1328.63,1337.56,1325.67,13657,1920770570.0,0.89,-0.59,-7.93,0.11
2024-08-28,600519,1328.63,1313.56,1330.56,1299.56,31664,4388025875.0,2.33,-1.13,-15.07,0.25
2024-08-29,600519,1304.56,1337.86,1342.56,1304.56,27472,3864270621.0,2.89,1.85,24.3,0.22
2024-08-30,600519,1337.56,1367.75,1382.63,1329.56,38739,5576118649.0,3.97,2.23,29.89,0.31
2024-09-02,600519,1354.56,1319.56,1362.56,1319.56,34135,4801049927.0,3.14,-3.52,-48.19,0.27
2024-09-03,600519,1322.56,1334.56,1339.54,1317.58,17888,2516125842.0,1.66,1.14,15.0,0.14
2024-09-04,600519,1326.56,1324.56,1343.75,1324.3,14211,1995221417.0,1.46,-0.75,-10.0,0.11
2024-09-05,600519,1325.06,1329.44,1331.56,1321.56,14503,2033680839.0,0.75,0.37,4.88,0.12
2024-09-06,600519,1329.56,1322.56,1330.56,1322.56,10321,1445537257.0,0.6,-0.52,-6.88,0.08
2024-09-09,600519,1304.57,1299.56,1318.27,1294.64,28638,3950086825.0,1.79,-1.74,-23.0,0.23
2024-09-10,600519,1294.58,1302.56,1317.56,1294.58,19803,2737295644.0,1.77,0.23,3.0,0.16
2024-09-11,600519,1300.16,1304.56,1310.44,1289.56,20996,2892932794.0,1.6,0.15,2.0,0.17
2024-09-12,600519,1304.56,1259.62,1309.56,1259.47,47948,6482445000.0,3.84,-3.44,-44.94,0.38
2024-09-13,600519,1255.56,1228.69,1256.56,1221.86,56005,7329376917.0,2.75,-2.46,-30.93,0.45
2024-09-18,600519,1224.56,1191.46,1224.57,1191.22,46185,5895948011.0,2.71,-3.03,-37.23,0.37
2024-09-19,600519,1186.56,1185.56,1217.44,1170.39,59988,7623739997.0,3.95,-0.5,-5.9,0.48
2024-09-20,600519,1186.06,1188.48,1198.46,1174.59,39982,5038507835.0,2.01,0.25,2.92,0.32
2024-09-23,600519,1192.56,1186.1,1218.06,1185.22,45550,5809791682.0,2.76,-0.2,-2.38,0.36
2024-09-24,600519,1209.65,1297.16,1297.56,1189.65,100413,13297277523.0,9.1,9.36,111.06,0.8
2024-09-25,600519,1324.61,1323.56,1351.56,1321.27,73954,10420109655.0,2.34,2.04,26.4,0.59
2024-09-26,600519,1324.52,1453.56,1454.43,1320.56,97278,14269262657.0,10.11,9.82,130.0,0.77
2024-09-27,600519,1524.56,1553.76,1553.76,1489.92,87922,14050260569.0,4.39,6.89,100.2,0.7
2024-09-30,600519,1616.56,1672.56,1684.44,1576.56,157293,26982747037.0,6.94,7.65,118.8,1.25
2024-10-08,600519,1834.56,1647.56,1834.56,1604.74,194709,35114075007.0,13.74,-1.49,-25.0,1.55
2024-10-09,600519,1624.56,1519.71,1624.56,1514.56,120197,19708432734.0,6.68,-7.76,-127.85,0.96
2024-10-10,600519,1546.82,1564.56,1592.64,1515.56,74603,12198964035.0,5.07,2.95,44.85,0.59
2024-10-11,600519,1539.96,1529.55,1564.52,1514.56,41915,6764982707.0,3.19,-2.24,-35.01,0.33
2024-10-14,600519,1537.56,1526.55,1545.19,1505.73,44812,7181350822.0,2.58,-0.2,-3.0,0.36
2024-10-15,600519,1523.56,1478.81,1525.55,1477.57,43571,6884141869.0,3.14,-3.13,-47.74,0.35
2024-10-16,600519,1465.44,1447.06,1474.36,1434.56,46664,7140169692.0,2.69,-2.15,-31.75,0.37
2024-10-17,600519,1461.56,1419.16,1462.22,1417.97,39460,5964778958.0,3.06,-1.93,-27.9,0.31
2024-10-18,600519,1417.56,1465.56,1492.4,1403.52,68619,10418043492.0,6.26,3.27,46.4,0.55
2024-10-21,600519,1465.77,1453.36,1474.53,1445.77,42008,6433918335.0,1.96,-0.83,-12.2,0.33
2024-10-22,600519,1451.12,1467.56,1484.74,1448.76,36269,5607826492.0,2.48,0.98,14.2,0.29
2024-10-23,600519,1468.67,1492.06,1501.51,1456.56,40088,6259600035.0,3.06,1.67,24.5,0.32
2024-10-24,600519,1485.56,1476.76,1499.56,1469.57,23923,3723973209.0,2.01,-1.03,-15.3,0.19
2024-10-25,600519,1471.56,1483.41,1499.35,1470.57,27745,4328271351.0,1.95,0.45,6.65,0.22
2024-10-28,600519,1484.56,1489.56,1489.56,1446.79,39121,6064453668.0,2.88,0.41,6.15,0.31
2024-10-29,600519,1484.56,1456.18,1504.56,1454.56,41166,6368105233.0,3.36,-2.24,-33.38,0.33
2024-10-30,600519,1449.56,1456.56,1475.75,1447.97,32006,4913175983.0,1.91,0.03,0.38,0.25
2024-10-31,600519,1456.71,1452.35,1464.56,1444.56,29957,4575545180.0,1.37,-0.29,-4.21,0.24
2024-11-01,600519,1445.56,1458.31,1469.69,1445.36,32284,4954302212.0,1.68,0.41,5.96,0.26
2024-11-04,600519,1469.49,1472.76,1474.56,1452.62,29093,4481761764.0,1.5,0.99,14.45,0.23
2024-11-05,600519,1464.56,1501.55,1502.26,1460.57,45640,7134443464.0,2.83,1.95,28.79,0.36
2024-11-06,600519,1499.56,1495.56,1513.55,1485.78,37631,5916917616.0,1.85,-0.4,-5.99,0.3
2024-11-07,600519,1487.02,1573.7,1578.06,1486.86,74739,12074951757.0,6.1,5.22,78.14,0.59
2024-11-08,600519,1585.45,1534.53,1591.67,1525.57,60771,9885645907.0,4.2,-2.49,-39.17,0.48
2024-11-11,600519,1514.56,1522.57,1534.51,1491.75,43854,6957095385.0,2.79,-0.78,-11.96,0.35
2024-11-12,600519,1513.56,1501.76,1547.56,1498.51,49223,7844798676.0,3.22,-1.37,-20.81,0.39
2024-11-13,600519,1492.56,1503.06,1511.22,1485.84,29125,4594445032.0,1.69,0.09,1.3,0.23
2024-11-14,600519,1494.56,1498.36,1519.01,1490.21,29248,4617144097.0,1.92,-0.31,-4.7,0.23
2024-11-15,600519,1493.56,1483.56,1508.36,1477.56,33761,5295326892.0,2.06,-0.99,-14.8,0.27
2024-11-18,600519,1486.56,1483.56,1500.55,1479.56,27092,4237197499.0,1.41,0.0,0.0,0.22
2024-11-19,600519,1489.56,1466.48,1493.93,1449.56,33266,5138831155.0,2.99,-1.15,-17.08,0.26
2024-11-20,600519,1467.56,1469.37,1478.53,1455.86,21345,3292675257.0,1.55,0.2,2.89,0.17
2024-11-21,600519,1468.43,1469.69,1473.55,1456.56,18262,2810933515.0,1.16,0.02,0.32,0.15
2024-11-22,600519,1465.71,1432.38,1472.33,1432.38,33436,5107288992.0,2.72,-2.54,-37.31,0.27
2024-11-25,600519,1435.56,1423.13,1456.56,1421.23,33186,5011136234.0,2.47,-0.65,-9.25,0.26
2024-11-26,600519,1423.13,1433.56,1443.44,1413.44,25745,3876885984.0,2.11,0.73,10.43,0.2
2024-11-27,600519,1433.56,1443.61,1446.71,1429.56,25934,3927607772.0,1.2,0.7,10.05,0.21
2024-11-28,600519,1446.56,1442.56,1449.55,1426.56,23952,3627662382.0,1.59,-0.07,-1.05,0.19
2024-11-29,600519,1441.56,1450.3,1479.56,1437.77,36088,5534035503.0,2.9,0.54,7.74,0.29
2024-12-02,600519,1450.56,1449.56,1454.55,1439.66,26820,4086609952.0,1.03,-0.05,-0.74,0.21
2024-12-03,600519,1448.56,1451.3,1453.46,1440.64,24807,3777197199.0,0.88,0.12,1.74,0.2
2024-12-04,600519,1444.63,1444.56,1448.22,1434.56,23924,3626565544.0,0.94,-0.46,-6.74,0.19
2024-12-05,600519,1435.42,1435.56,1442.42,1434.56,16141,2441318387.0,0.54,-0.62,-9.0,0.13
2024-12-06,600519,1437.56,1445.57,1463.46,1432.63,32040,4883148600.0,2.15,0.7,10.01,0.26
2024-12-09,600519,1446.58,1443.36,1454.28,1437.76,19800,3008173586.0,1.14,-0.15,-2.21,0.16
2024-12-10,600519,1494.56,1471.15,1504.29,1469.74,60312,9421340719.0,2.39,1.93,27.79,0.48
2024-12-11,600519,1464.56,1460.16,1479.56,1455.54,29671,4569662604.0,1.63,-0.75,-10.99,0.24
2024-12-12,600519,1456.58,1490.36,1490.56,1453.56,41937,6510547810.0,2.53,2.07,30.2,0.33
2024-12-13,600519,1474.57,1443.56,1479.55,1443.44,49512,7580908315.0,2.42,-3.14,-46.8,0.39
2024-12-16,600519,1445.56,1451.76,1453.56,1435.27,32537,4945298799.0,1.27,0.57,8.2,0.26
2024-12-17,600519,1450.55,1482.56,1493.56,1445.57,54172,8398945449.0,3.31,2.12,30.8,0.43
2024-12-18,600519,1482.53,1496.06,1501.56,1471.66,41162,6440801971.0,2.02,0.91,13.5,0.33
2024-12-19,600519,1489.7,1475.57,1492.49,1474.89,24809,3862602665.0,1.18,-1.37,-20.49,0.2
2024-12-20,600519,1479.57,1470.44,1490.24,1468.46,28158,4307425535.0,1.48,-0.35,-5.13,0.22
2024-12-23,600519,1471.44,1474.89,1486.44,1465.44,21603,3300971424.0,1.43,0.3,4.45,0.17
2024-12-24,600519,1473.44,1487.26,1492.44,1470.03,22105,3394160299.0,1.52,0.84,12.37,0.18
2024-12-25,600519,1487.24,1478.44,1487.24,1474.54,17123,2621061878.0,0.85,-0.59,-8.82,0.14
2024-12-26,600519,1482.44,1476.23,1487.22,1471.44,18287,2798840003.0,1.07,-0.15,-2.21,0.15
2024-12-27,600519,1477.34,1477.41,1484.44,1467.94,20759,3170191445.0,1.12,0.08,1.18,0.17
2024-12-30,600519,1482.41,1473.44,1492.4,1473.44,25130,3849542646.0,1.28,-0.27,-3.97,0.2
2024-12-31,600519,1473.84,1472.44,1493.44,1470.45,39354,6033540366.0,1.56,-0.07,-1.0,0.31
